10103	16628	17399	1396	1239	4482	4492	258	4492
10104	16628	17398	1395	1237	4509	4489	258	4489
10102	16627	17398	1397	1239	4504	4494	258	4494
10104	16629	17401	1396	1240	4458	4497	257	4497
10105	16629	17400	1395	1238	4485	4487	258	4487
10104	16629	17399	1396	1238	4507	4486	258	4486
10103	16628	17400	1396	1240	4458	4492	258	4492
10104	16629	17399	1396	1238	4507	4483	258	4483
10104	16627	17398	1394	1237	4488	4489	257	4489
10104	16628	17399	1395	1238	4485	4489	258	4489
10105	16630	17400	1396	1238	4507	4488	258	4488
10104	16628	17398	1395	1237	4509	4493	257	4493
10103	16626	17397	1394	1237	4488	4497	257	4497
10103	16628	17399	1396	1239	4482	4494	258	4494
10104	16628	17400	1395	1239	4460	4491	258	4491
10103	16628	17399	1396	1239	4482	4484	258	4484
10103	16628	17399	1396	1239	4482	4483	258	4483
10106	16630	17400	1394	1237	4488	4483	258	4483
10104	16627	17398	1394	1237	4488	4484	258	4484
10102	16626	17396	1396	1237	4531	4485	258	4485
10104	16629	17400	1396	1239	4482	4497	257	4497
10104	16628	17400	1395	1239	4460	4493	257	4493
10103	16627	17398	1395	1238	4485	4485	258	4485
10102	16627	17398	1397	1239	4504	4485	258	4485
10105	16630	17401	1396	1239	4482	4489	258	4489
10104	16628	17398	1395	1237	4509	4488	258	4488
10103	16628	17399	1396	1239	4482	4493	258	4493
10104	16629	17400	1396	1239	4482	4490	258	4490
10104	16628	17399	1395	1238	4485	4488	258	4488
10101	16626	17397	1397	1239	4504	4487	258	4487
10104	16629	17400	1396	1239	4482	4492	258	4492
10104	16629	17400	1396	1239	4482	4489	258	4489
10102	16626	17397	1396	1238	4507	4487	258	4487
10103	16628	17400	1396	1240	4458	4492	258	4492
10105	16629	17400	1395	1238	4485	4484	258	4484
10104	16628	17399	1395	1238	4485	4484	258	4484
10103	16627	17398	1395	1238	4485	4484	258	4484
10105	16629	17400	1395	1238	4485	4485	258	4485
10104	16628	17399	1395	1238	4485	4485	258	4485
10104	16628	17398	1395	1237	4509	4485	258	4485
10102	16627	17398	1397	1239	4504	4491	258	4491
10104	16628	17399	1395	1238	4485	4494	257	4494
10105	16629	17399	1395	1237	4509	4492	258	4492
10104	16628	17398	1395	1237	4509	4496	257	4496
10104	16629	17400	1396	1239	4482	4499	257	4499
10106	16630	17400	1394	1237	4488	4495	257	4495
10103	16628	17399	1396	1239	4482	4493	258	4493
10102	16627	17398	1397	1239	4504	4490	258	4490
10104	16628	17399	1395	1238	4485	4494	257	4494
10104	16628	17400	1395	1239	4460	4492	258	4492
10103	16627	17398	1395	1238	4485	4484	258	4484
10103	16627	17398	1395	1238	4485	4484	258	4484
10105	16629	17401	1395	1239	4460	4484	258	4484
10103	16628	17399	1396	1239	4482	4478	258	4478
10103	16628	17399	1396	1239	4482	4479	258	4479
10105	16629	17400	1395	1238	4485	4480	258	4480
10104	16629	17400	1396	1239	4482	4481	258	4481
10103	16627	17397	1395	1237	4509	4481	258	4481
10104	16628	17398	1395	1237	4509	4488	258	4488
10103	16628	17400	1396	1240	4458	4494	258	4494
10104	16628	17399	1395	1238	4485	4485	258	4485
10104	16628	17399	1395	1238	4485	4485	258	4485
10104	16629	17399	1396	1238	4507	4485	258	4485
10104	16629	17399	1396	1238	4507	4490	258	4490
10104	16628	17399	1395	1238	4485	4494	257	4494
10105	16629	17399	1395	1237	4509	4492	258	4492
10106	16630	17400	1394	1237	4488	4496	257	4496
10103	16628	17400	1396	1240	4458	4494	258	4494
10103	16628	17400	1396	1240	4458	4485	258	4485
10106	16630	17401	1394	1238	4463	4479	258	4479
10104	16629	17400	1396	1239	4482	4475	258	4475
10103	16627	17399	1395	1239	4460	4476	258	4476
10103	16629	17401	1397	1241	4455	4472	259	4472
10105	16629	17400	1395	1238	4485	4468	259	4468
10102	16627	17398	1397	1239	4504	4472	259	4472
10104	16628	17400	1395	1239	4460	4480	258	4480
10106	16630	17401	1394	1238	4463	4475	258	4475
10103	16627	17398	1395	1238	4485	4472	258	4472
10103	16628	17399	1396	1239	4482	4476	258	4476
10105	16629	17400	1395	1238	4485	4477	258	4477
10104	16628	17399	1395	1238	4485	4479	258	4479
10104	16628	17398	1395	1237	4509	4481	258	4481
10104	16628	17399	1395	1238	4485	4488	258	4488
10104	16629	17400	1396	1239	4482	4487	258	4487
10104	16628	17399	1395	1238	4485	4486	258	4486
10104	16629	17400	1396	1239	4482	4485	258	4485
10104	16629	17400	1396	1239	4482	4485	258	4485
10104	16629	17400	1396	1239	4482	4484	258	4484
10103	16628	17399	1396	1239	4482	4483	258	4483
10106	16629	17399	1393	1236	4490	4483	258	4483
10106	16632	17403	1396	1240	4458	4485	258	4485
10105	16629	17399	1395	1237	4509	4478	258	4478
10103	16628	17399	1396	1239	4482	4486	258	4486
10106	16632	17404	1396	1241	4433	4485	258	4485
10108	16632	17402	1393	1237	4466	4472	258	4472
10101	16625	17396	1396	1238	4507	4470	259	4470
10103	16627	17399	1395	1239	4460	4480	258	4480
10107	16631	17402	1394	1238	4463	4475	258	4475
10107	16631	17400	1394	1236	4512	4472	258	4472
10102	16626	17398	1396	1239	4482	4482	258	4482
10105	16630	17400	1396	1238	4507	4482	258	4482
10104	16628	17400	1395	1239	4460	4488	258	4488
10101	16626	17397	1397	1239	4504	4481	258	4481
10104	16629	17400	1396	1239	4482	4487	258	4487
10107	16630	17400	1393	1236	4490	4485	258	4485
10102	16626	17397	1396	1238	4507	4487	258	4487
10101	16626	17398	1397	1240	4479	4492	258	4492
10105	16629	17400	1395	1238	4485	4488	258	4488
10104	16628	17399	1395	1238	4485	4488	258	4488
10102	16627	17398	1397	1239	4504	4487	258	4487
10104	16629	17400	1396	1239	4482	4491	258	4491
10105	16629	17399	1395	1237	4509	4483	258	4483
10105	16629	17399	1395	1237	4509	4490	258	4490
10104	16629	17400	1396	1239	4482	4495	258	4495
10104	16629	17400	1396	1239	4482	4491	258	4491
10105	16630	17402	1396	1240	4458	4489	258	4489
10108	16631	17401	1392	1236	4469	4481	258	4481
10104	16628	17398	1395	1237	4509	4478	258	4478
10104	16629	17400	1396	1239	4482	4486	258	4486
10106	16630	17401	1394	1238	4463	4485	258	4485
10104	16627	17398	1394	1237	4488	4480	258	4480
10104	16629	17400	1396	1239	4482	4482	258	4482
10105	16630	17401	1396	1239	4482	4482	258	4482
10105	16629	17399	1395	1237	4509	4482	258	4482
10106	16630	17399	1394	1236	4512	4488	258	4488
10105	16630	17401	1396	1239	4482	4494	258	4494
10105	16630	17402	1396	1240	4458	4491	258	4491
10105	16629	17400	1395	1238	4485	4483	258	4483
10103	16627	17399	1395	1239	4460	4484	258	4484
10108	16633	17404	1394	1239	4439	4478	258	4478
10106	16631	17401	1395	1238	4485	4468	259	4468
10104	16629	17400	1396	1239	4482	4472	259	4472
10106	16630	17401	1394	1238	4463	4475	258	4475
10106	16631	17401	1395	1238	4485	4472	258	4472
10105	16629	17399	1395	1237	4509	4475	258	4475
10103	16628	17399	1396	1239	4482	4483	258	4483
10105	16629	17400	1395	1238	4485	4483	258	4483
10105	16629	17400	1395	1238	4485	4484	258	4484
